,Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
18305,PK1L2,1.500712602,0.430371941,3.560344085,0.120879311,NA,NA
18306,CP3AO,286.6533075,0.169430937,0.151436913,1.118821917,0.263216119,0.701907241
18307,ZSWM2,335.3233614,0.062646946,0.11885153,0.52710256,0.598122369,0.913788698
18308,ZSWM2,20.14837009,0.427975066,0.450512014,0.949974811,0.342125052,0.770712037
18309,FRIZ2,150.9425739,-0.885340139,0.24361753,-3.634139701,0.00027891,0.022776771
18310,AMO,46.78998436,0.614778975,0.361800975,1.699218681,0.089277988,0.465515144
18311,CALM,112.0097948,-0.215148507,0.309918291,-0.694210419,0.487550259,0.861177356
18312,CALM,0.678523991,-1.957765005,3.774963252,-0.518618295,0.604026949,0.916153453
18313,CALM,2.783921802,1.140196719,1.095665674,1.040642913,0.298041307,0.735252203
18314,STXB1,4.798567509,0.185853927,0.688080526,0.270104908,0.787079546,0.974324085
18315,STXB1,6.885963492,0.157287146,0.450819412,0.348891689,0.727170625,0.958523501
18316,THEG,296.1113465,-0.080778176,0.220906619,-0.365666616,0.71461386,0.954181089
18317,BCL3,84.18270719,0.041940768,0.145950418,0.287363127,0.773834291,0.971246026
18318,AMY1,95.13275264,0.116706522,0.224629479,0.519551232,0.603376396,0.915806473
18319,YQ29,1.95384134,1.41748369,1.165790331,1.215899337,0.224023271,0.663561824
18320,CA053,52.08631325,0.023818078,0.271141135,0.087843838,0.930000795,0.995498338
18321,IF2G,1.521403351,-0.071301298,0.948709594,-0.075156084,0.940090525,0.995498338
18322,POC1B,145.7514016,0.165203669,0.119251392,1.385339546,0.165948667,0.594530567
18323,POC1A,11.82638611,0.510847137,0.422972934,1.207753726,0.227142005,0.666382674
18324,NPY4R,5.170630114,0.078004594,0.395782228,0.197089682,0.843757357,0.981272143
18325,SSR4,25.98661674,0.08292328,0.461291097,0.179763453,0.857338277,0.983746717
18326,SC5A8,104.7526297,0.462525663,0.398382665,1.161008505,0.245638441,0.686243097
18327,SC5A8,84.84946616,-0.412726047,0.316161907,-1.305426234,0.19174775,0.626597547
18328,ARA,35.36122538,-0.089575124,0.227880603,-0.393079196,0.694260989,0.94782384
18329,HELZ2,20.23012503,-0.556916848,1.533245363,-0.363227479,0.716434962,0.954549077
18330,HELZ2,42.58091018,-1.289444736,1.66556664,-0.774177811,0.438825648,0.836523448
18331,HELZ2,6.154611187,-1.997892377,1.898078411,-1.05258685,0.292530386,0.729374867
18332,CDK8,130.3024703,0.125691766,0.187551172,0.67017318,0.502747399,0.868087051
18333,CDK8,109.8335256,-0.018952666,0.219507123,-0.08634192,0.931194615,0.995498338
18334,IOD3,10.93188032,-1.71939895,0.645887135,-2.662073382,0.007766095,0.155568771
18335,SAMD8,12.93554099,-1.034293672,0.585238609,-1.767302527,0.077177577,0.439549309
18336,VPS41,21.73694639,-0.222462089,0.333483178,-0.667086388,0.504716955,0.868925302
18337,VPS41,296.7064618,-0.088522648,0.147562219,-0.599900492,0.548572554,0.888153384
18338,CNN3,368.7714866,-0.014708759,0.138994906,-0.105822287,0.915723354,0.994113427
18339,DCR1B,14.13484917,-0.161826599,0.309643735,-0.522621906,0.601237393,0.915194408
18340,UNC7,6.635424811,0.243361255,0.350065785,0.695187205,0.486937989,0.861087145
18341,SHKC,342.4612286,-0.17051725,0.171110553,-0.996532631,0.31899142,0.754815233
18342,CNOT1,520.7200342,-0.0646794,0.367961452,-0.175777653,0.860468627,0.984408274
18343,CNOT1,1517.456035,0.067900185,0.131773233,0.515280555,0.606356985,0.91677422
18344,ASGR2,37.87053211,-0.236818566,0.434799522,-0.544661515,0.585986338,0.907460595
18345,ANC2,187.8376559,0.010005362,0.185370732,0.053974876,0.956955181,0.997132192
18346,DJB11,60.20843433,0.22567549,0.233239791,0.967568566,0.333259883,0.763012737
18347,PHO23,19.68769167,-0.065967588,1.080662676,-0.061043645,0.95132445,0.996252979
18348,STX17,68.85364177,0.04802553,0.215037674,0.223335424,0.823274459,0.980372959
18349,DMBT1,6.446797659,0.713450661,0.671903619,1.061834823,0.288310678,0.726280302
18350,MARCO,95.17049161,0.941517224,0.686379198,1.371715848,0.170151913,0.600457641
18351,FUCTC,99.71418193,-0.378460281,0.642659761,-0.588896806,0.5559305,0.892204671
18352,FUCTC,133.2845899,0.304778281,0.502021898,0.607101567,0.54378351,0.886121158
18353,SEC1,84.08505453,-0.142829587,0.171509419,-0.832779843,0.404968905,0.816192345
18354,CK016,249.8871612,0.364861687,0.163625932,2.229852462,0.025757239,0.277293178
18355,ANKR7,28.54556112,-2.073023968,1.524330749,-1.3599568,0.173843595,0.605271607
18356,ANKR7,36.21676571,0.400162976,0.633898152,0.631273297,0.527861844,0.880934459
18357,ANKR7,426.9684921,-0.51400649,0.520706297,-0.987133231,0.323577329,0.757037355
18358,ANKR7,85.57219554,0.365542235,0.724702409,0.504403229,0.61397805,0.919448677
18359,ANKR7,114.5726286,1.768583209,0.641498347,2.756956769,0.005834206,0.138855394
18360,TLR4,27.15041795,0.122049247,0.437067744,0.279245605,0.780056347,0.972376649
18361,TLR4,24.23443222,1.560107588,0.714059494,2.18484258,0.028900391,0.29051936
18362,TLR4,9.931110433,-3.325355207,1.257410023,-2.644606888,0.008178587,0.160001025
18363,RM13,235.2088931,-0.167917906,0.205387255,-0.817567315,0.413604297,0.820455123
18364,ODAD4,509.4457123,0.040277244,0.146182583,0.275526969,0.782911409,0.972993433
18365,ODAD4,111.1273097,-0.540606361,0.689888365,-0.78361426,0.433266486,0.832880599
18366,ODAD4,314.8374239,0.201113073,0.132070434,1.522771344,0.127815922,0.53651089
18367,APLP,639.560396,-0.335778092,0.270510309,-1.241276511,0.214503619,0.652025528
18368,CSRN3,125.7747703,-0.299479137,0.181585867,-1.649242545,0.099097955,0.48498443
18369,NCAM2,2.991189788,-1.742311161,3.68489333,-0.4728254,0.636337751,0.926940836
18370,NCAM2,4.273320588,-1.777472227,3.775853647,-0.470747119,NA,NA
18371,MPP9,190.2453633,-0.172313894,0.161849311,-1.064656337,0.287031476,0.72550903
18372,CSKI2,250.0804969,0.27505092,0.173982093,1.580915113,0.113897448,0.510122355
18373,RPC1,279.7126349,-0.196906915,0.090183353,-2.183406461,0.029005891,0.29051936
18374,CC138,31.82318549,0.673728845,0.746854149,0.902088909,0.36700964,0.78760774
18375,CC138,106.635369,0.04833422,0.123945902,0.389962222,0.696564482,0.948582029
18376,SIAE,18.74045032,1.111904488,0.430987148,2.579901725,0.009882844,0.176798526
18377,SIAE,1.696052684,0.605591603,1.317948229,0.459495745,0.645878207,0.929470569
18378,SIAE,5.309966917,0.471888623,0.577592977,0.816991621,0.413933216,0.820527506
18379,SIAE,0.556848932,0.139723278,2.742347519,0.050950245,0.959365168,0.99728377
18380,RTXE,0.49840818,0.06939325,1.938359736,0.035799985,0.971441845,0.998211455
18381,POGZ,20.47148008,-0.567803835,0.553901686,-1.025098584,0.305316674,0.742130677
18382,CYTA,57.89575592,-0.630163622,0.930645431,-0.677125359,0.49832642,0.866509123
18383,ITA4,163.2766321,-0.059987339,0.262815197,-0.228249126,0.819452572,0.980011196
18384,ITA4,24.58763767,-0.181487756,0.43996161,-0.412508164,0.679966998,0.942408876
18385,NNMT,230.2344526,-0.086706413,0.151731744,-0.571445437,0.567697736,0.897275282
18386,ENO4,23.16523793,-0.233119195,1.393518262,-0.167288224,0.86714327,0.985346699
18387,ENO4,23.3387838,1.004500801,1.040073792,0.965797629,0.334145455,0.764147941
18388,ENO4,219.7997419,-0.22343811,0.15279348,-1.462353696,0.143644311,0.562970337
18389,ENO4,49.22270363,-1.087213662,0.350606532,-3.100950962,0.001929002,0.076562771
18390,CDK9,50.97820576,0.108723524,0.210236574,0.517148476,0.605052516,0.91677422
18391,CYH1,200.1621615,0.013150869,0.139438306,0.094313172,0.924860387,0.995498338
18392,PSD,60.17930678,0.089561627,0.425704995,0.210384251,0.833367783,0.980372959
18393,PSD,23.93090033,-0.036571234,0.462107118,-0.079140165,0.936921137,0.995498338
18394,PSD,12.70861843,1.029627615,0.804883079,1.279226316,0.200817371,0.635976975
18395,PSD,66.94670666,0.209550305,0.331811937,0.631533351,0.527691849,0.88085416
18396,LAAT1,0.420135904,2.033515767,3.791925673,0.536275218,0.591768355,0.90985119
18397,LAAT1,6.846523668,0.665252519,0.499922135,1.330712269,0.183283704,0.616576361
18398,LAAT1,1.165398652,1.673295006,1.790857979,0.934353827,0.350121407,0.777055901
18399,LAAT1,21.86333049,0.267376863,0.29379163,0.910090132,0.362774978,0.784528932
18400,CTU1,0.707938123,-2.080875598,2.361654954,-0.881109069,0.378258789,0.794889899
18401,CTU1,50.84858915,-0.123930297,0.225994796,-0.548376772,0.583433223,0.90592916
18402,SPTCB,322.540121,0.483316913,0.303505017,1.59245115,0.111283371,0.505312742
18403,SPTCB,87.79405957,-1.577501968,1.372742443,-1.149160919,0.250489632,0.690879981
18404,SPTCB,186.2666526,1.040693786,0.551197088,1.888061111,0.059017747,0.39506724
18405,SPTB2,83.7281997,-0.024376301,0.180018264,-0.135410153,0.892287597,0.988809431
18406,SPTB2,157.1638653,-0.031936068,0.318917896,-0.100138841,0.9202341,0.994815266
18407,SPTCB,2175.043092,0.005977347,0.135995033,0.043952688,0.964942117,0.998211455
18408,SPTB2,184.5741316,0.356738078,0.130216235,2.73958218,0.006151733,0.140696963
18409,AMOS,29.24856872,-0.555134317,0.217894237,-2.547723729,0.01084283,0.184612006
18410,CCAPR,409.083678,-0.203494323,0.169074177,-1.203580149,0.228751896,0.667657111
18411,PSDE,31.16816937,0.145368603,0.562295403,0.258527105,0.796000133,0.976817117
18412,PSDE,238.0486896,-0.640512904,0.179927674,-3.559835396,0.000371087,0.028231282
18413,DHHB,10.93484721,-5.393538638,2.273664901,-2.372178343,0.017683553,0.233362625
18414,DHHB,3.025458329,1.341808738,1.832159363,0.732364643,0.463946033,0.848622243
18415,POL3,9.269725347,-0.278759693,0.767619206,-0.363148409,0.716494024,0.954549077
18416,POL,0.144391594,0.039966349,3.801740735,0.010512645,0.991612278,0.998211455
18417,PIGV,9.367575629,0.596421056,0.306967992,1.94294217,0.052023146,0.373396986
18418,GSTM1,2.208794407,-0.020377731,0.816933323,-0.024944178,0.980099489,0.998211455
18419,GSTM1,2.119020974,0.013017242,0.965504968,0.013482314,0.989242995,0.998211455
18420,VWDE,7.928618444,-0.623070201,1.209495493,-0.515148841,0.606449015,0.91677422
18421,OXDD,18.76349667,-0.595952875,0.343276144,-1.736074254,0.082550706,0.452756898
18422,OXDD,8.597940915,-0.121926228,0.446798181,-0.272888819,0.784938682,0.973526337
18423,OXDD,9.075704696,-0.889152011,0.88852754,-1.000702816,0.316970506,0.752496935
18424,OXDD,1.491325306,0.221016259,0.883330149,0.250207987,0.802426509,0.977412294
18425,OXDD,4.221118586,0.441759903,0.590995494,0.747484385,0.454771225,0.844777513
18426,OXDD,2.699992013,0.644799534,0.706333454,0.91288262,0.361304279,0.783396599
18427,DLG5,967.4061173,0.244317505,0.093829398,2.603848154,0.009218359,0.169671015
18428,ITA7,278.0143042,-0.411759765,0.157682291,-2.611325353,0.009019204,0.167519354
18429,PP1RB,163.3150728,-0.044918756,0.119746891,-0.375114173,0.707575557,0.952242624
18430,ACHA2,86.87377248,-0.551609498,0.449893795,-1.226088254,0.220165465,0.658063842
18431,RS4,18.61831555,-0.329630944,0.655685968,-0.502726855,0.615156326,0.920056944
18432,RS4,12537.65112,-0.375768946,0.155510744,-2.416353596,0.015676829,0.220685617
18433,USH2A,0.09499846,-0.994583888,3.800725924,-0.261682612,0.793566147,0.976180705
18434,CAN9,129.1539204,0.550297451,0.215384522,2.554953553,0.010620197,0.182606747
18435,ST7,184.5137664,-0.135670849,0.124105206,-1.093192247,0.274309401,0.713777217
18436,NEC2,0.696498011,0.203891517,2.024794976,0.100697364,0.919790704,0.99475588
18437,BLI4,42.58112207,0.105621847,0.512615439,0.206044998,0.836755762,0.980372959
18438,WFD18,0.143167827,0.280411183,3.801740735,0.073758629,0.941202447,0.995498338
18439,DUSTY,100.1295688,0.15888441,0.235052605,0.675952557,0.499070767,0.866683242
18440,DUSTY,136.6725128,-0.004084553,0.188166801,-0.021707084,0.982681613,0.998211455
18441,LYST,111.7522246,0.365981163,0.168354177,2.173876337,0.029714424,0.292450355
18442,LYST,106.6787351,-0.155433146,0.23647413,-0.657294505,0.510991569,0.872465402
18443,PSMD7,279.1449667,-0.091929421,0.156727659,-0.586555186,0.557502488,0.893338921
18444,PSMD8,112.1425024,-0.196859479,0.219104301,-0.89847382,0.368932996,0.788332042
18445,PSMD8,30.65154128,-0.086751572,0.383951358,-0.225944173,0.821244841,0.980372959
18446,PSMD8,108.8280418,0.195052879,0.144840189,1.346676499,0.178084444,0.60960324
18447,AMPB,0.682219337,-0.190361537,1.1412828,-0.166796115,0.867530476,0.985476805
18448,KCIP4,11.19044357,-0.580380697,0.552850345,-1.049797116,0.293811402,0.731055635
18449,KCIP4,14.3338078,-1.146878084,0.567077728,-2.022435422,0.043131389,0.340953167
18450,KCIP4,2.140835258,-0.891824522,1.963681192,-0.454159527,0.649714011,0.930637952
18451,CSEN,5.485725921,-0.908222308,0.776302169,-1.169934007,0.242027527,0.6831766
18452,KCIP4,50.93383708,0.606684126,0.461173365,1.31552291,0.188334223,0.621936951
18453,CO3,376.6853151,-0.360137458,0.205394159,-1.753396785,0.079533923,0.444688132
18454,CRNL1,222.5074453,-0.156591572,0.094613696,-1.655062411,0.097911839,0.483471757
18455,CRNL1,12.47119889,0.230989459,0.493656819,0.467915058,0.639845335,0.927391039
18456,CRNL1,49.83393826,-0.422938289,0.602175913,-0.70235006,0.482460881,0.859320807
18457,MLE,47.58906705,-0.379159953,0.209953763,-1.80592121,0.070930648,0.426707521
18458,HSP71,333.3166545,-10.76661318,2.473432789,-4.352903071,NA,NA
18459,HSP71,35621.68042,-4.16914776,0.591621243,-7.046987936,1.83E-12,1.13E-09
18460,HSP71,535.2914976,-7.2559124,1.089994277,-6.65683532,2.80E-11,1.38E-08
18461,HSP71,527.4259363,-8.843247945,1.386252026,-6.379249791,1.78E-10,8.21E-08
18462,HSP71,437.9109262,-10.51511328,2.665146146,-3.945417138,7.97E-05,0.008767944
18463,MET14,245.4599638,-0.311792674,0.13773493,-2.26371535,0.023591628,0.265721389
18464,NDK7,576.0317477,0.069788352,0.114607256,0.608934847,0.542567626,0.885912531
18465,ECD,67.64185337,0.105071275,0.20524582,0.511928939,0.608700744,0.917355161
18466,RHPN2,296.9478756,0.093263089,0.21459839,0.434593609,0.663857435,0.937030895
18467,POL,145.9254521,0.266348512,0.468052164,0.569057323,0.569317239,0.898067397
18468,POL,525.5201795,0.552771883,0.40058391,1.379915342,0.167612712,0.596721326
18469,D42E1,42.25409921,-0.049863592,0.244828979,-0.203667034,0.838613705,0.980372959
18470,D42E1,0.757031465,-1.073652197,3.782156719,-0.283873006,0.776507704,0.971808445
18471,RTBS,5.134420517,-1.126797993,0.659950923,-1.707396646,0.087748353,0.461562299
18472,PTPRC,2.186189972,-3.134783791,1.381043381,-2.269866273,0.023215698,0.263265044
18473,ZASP,29.39119172,0.363044422,0.282683541,1.284278597,0.199044493,0.634645943
18474,ZASP,33.47934498,0.077618406,0.333484142,0.232749916,0.815955606,0.979098552
18475,BCL6,31.26140127,-0.922270774,0.336710785,-2.739059199,0.006161528,0.140696963
18476,TRM1L,250.2108327,-0.098095958,0.244371652,-0.401421185,0.688110054,0.945655207
18477,TRM1L,32.91648565,-0.089202044,0.721935383,-0.123559596,0.901663985,0.990571706
18478,SO4A1,77.82041556,-0.277269944,0.163440954,-1.696453286,0.08980007,0.466083456
18479,GMPAB,82.09198667,-0.225168601,0.150798639,-1.493173958,0.135391657,0.54880574
18480,FA81A,52.68149663,-0.110839878,0.161422437,-0.686644805,0.492306587,0.864106632
18481,CLCA1,231.7912758,0.298549593,0.186406653,1.601603738,0.109243264,0.50182467
18482,MLRP1,279.4434363,-0.444620693,0.274097866,-1.62212388,0.104776826,0.496347077
18483,PI4KA,279.49052,0.115387969,0.147559012,0.781978465,0.43422723,0.833320017
18484,THS7B,34.82750444,0.100795856,0.472694887,0.213236612,0.831142413,0.980372959
18485,THS7B,346.501172,-0.142310342,0.151856911,-0.937134442,0.348689407,0.776087657
18486,THS7B,50.18991756,-0.349094989,0.435496249,-0.801602746,0.422782789,0.82598454
18487,FGFR2,2.359078227,1.193055766,1.951504732,0.611351716,0.540966761,0.885626798
18488,FGFR2,24.85013643,0.170089961,0.44592066,0.381435479,0.702880139,0.951498498
18489,LIPL,22.08450153,0.247450859,0.432818463,0.57171974,0.567511859,0.897138128
18490,SC5A9,0.348014269,-20.60924462,3.789737565,-5.438171976,5.38E-08,1.37E-05
18491,SC5A9,0.131637648,-0.702767125,3.801349808,-0.184873048,0.853328611,0.982808361
18492,SC5A9,1.22047549,-4.53230005,2.429318723,-1.865667113,0.062087954,0.403312214
18493,HMCN1,5.439663431,1.371041437,0.875773794,1.565520053,0.117461019,0.516786091
18494,TSP1,1.306120801,1.595794144,1.24714367,1.279559189,0.200700211,0.635976975
18495,PTP10,39.3669023,-0.301115241,0.262284859,-1.148046599,0.250949327,0.691163435
18496,PTP10,101.3896126,-0.433807964,0.288627051,-1.503005219,0.132837698,0.543737813
18497,ROCO4,481.1781449,0.756019345,0.220714506,3.425326952,0.00061406,0.038929966
18498,PTPRQ,200.0272352,-0.079185322,0.330287805,-0.23974643,0.810526839,0.977412294
18499,CRYM,64.11231167,-0.050066151,0.209054672,-0.239488314,0.810726957,0.977412294
18500,HUWE1,1479.064689,0.093900158,0.082257898,1.141533642,0.25364792,0.692556883
18501,ACHA6,25.82623901,0.036244564,0.201153258,0.180183829,0.857008254,0.983746717
18502,SYNM,15.0478256,-0.378561841,0.365260497,-1.036416047,0.300008087,0.73705748
18503,SYNM,73.0126627,-0.140804005,0.214141382,-0.657528236,0.510841321,0.872465402
18504,ZMYM4,45.03746346,-0.553885598,0.763307102,-0.725639257,0.468059948,0.851239373
18505,ZMYM4,104.6140114,0.595989923,0.219983918,2.709243156,0.00674369,0.14503457
18506,ZMYM4,51.05540251,-0.425283852,0.394324568,-1.078512187,0.280805246,0.719975996
18507,NCKP5,450.8262846,0.309509699,0.171396199,1.805814256,0.070947358,0.426707521
18508,ERF1,125.4248873,0.444002712,0.279820095,1.586743481,0.112570754,0.507439095
18509,ERF1,189.5319478,-0.213785203,0.178753076,-1.195980558,0.231704146,0.671004823
18510,LS14A,661.1459331,0.079314347,0.143622367,0.552242301,0.580782356,0.904830283
18511,S17A5,20.38799686,0.031248334,0.425061153,0.073514915,0.941396376,0.995507377
18512,S17A5,25.45549491,-0.543299449,0.453017321,-1.199290677,0.230414939,0.669265955
18513,S17A5,2.252883394,-0.273123694,0.71840977,-0.380178145,0.703813181,0.952139516
18514,YL8A,49.14566925,-1.86308011,1.227782399,-1.517435102,0.129156867,0.538845332
18515,YL8A,84.90509401,1.270668896,0.45991673,2.762823816,0.005730369,0.138030089
18516,PGBD4,17.29631972,1.79002154,0.878990722,2.036451004,0.041705088,0.336168714
18517,RAC2,36.47382776,-0.155977526,0.235268419,-0.662976897,0.50734535,0.870756106
18518,ST1B1,121.2244035,0.085676541,0.20484306,0.418254545,0.67576102,0.940487222
18519,ST1B1,98.9617651,-0.396478976,0.222903314,-1.778703818,0.075288333,0.435675756
18520,KDM6A,5.938367054,0.545459342,0.600197969,0.908799046,0.36345621,0.785328094
18521,KDM6A,1.771004542,-0.730685657,2.195232234,-0.332851188,0.739246617,0.963203784
18522,BXL6,6.198536947,1.586459005,0.934561885,1.697543021,0.089594045,0.465846063
18523,BXL5,6.095524073,1.152527504,0.762910104,1.510698963,0.130865167,0.54090347
18524,PQBP1,123.6470125,-0.577635442,0.331083884,-1.744680033,0.081040581,0.449005705
18525,PQBP1,141.3149787,-0.196248262,0.300984836,-0.652020428,0.514387994,0.874504876
18526,SAM9L,29.24097119,1.354041275,1.091999782,1.239964785,0.214988419,0.652048627
18527,VWKA,69.84318128,-0.991749063,1.188658654,-0.83434303,0.404087711,0.815118156
18528,TRPM6,62.14017948,-0.960584484,2.053826944,-0.467704685,0.63999579,0.927391039
18529,PGBD4,66.01161046,0.129393471,0.743741389,0.173976429,0.861883987,0.984408274
18530,DEPD5,35.34488492,-0.831487587,0.859324118,-0.967606483,0.333240938,0.763012737
18531,DEPD5,78.63566581,-0.052374088,0.252003739,-0.207830598,0.835361241,0.980372959
18532,DEPD5,0.156148034,-1.340156212,3.796352403,-0.353011541,0.724079788,0.957530938
18533,IML1,82.52162513,-0.066457686,0.281042139,-0.236468759,0.813068947,0.978679893
18534,DEPD5,104.8932558,0.382480623,0.321251613,1.190595185,0.233812543,0.673959526
